epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3427901566028595,0.0010000000474974513,1.134987235069275,0.6191133856773376,0.6874217391014099
1,0.3125,0.0010000000474974513,1.287265658378601,0.6057049632072449,0.6985138058662415
2,0.6513292193412781,0.0010000000474974513,0.6395524740219116,0.7636264562606812,0.49780911207199097
3,0.375,0.0010000000474974513,0.9640604853630066,0.7457122206687927,0.5191798806190491
4,0.7693915367126465,0.0010000000474974513,0.4740905165672302,0.856722354888916,0.3873971402645111
5,0.4375,0.0010000000474974513,0.9762858152389526,0.8271075487136841,0.4076167941093445
6,0.832377552986145,0.0010000000474974513,0.39366504549980164,0.875,0.3492918610572815
7,0.875,0.0010000000474974513,0.35293811559677124,0.8583212494850159,0.36661747097969055
8,0.8679407835006714,0.0010000000474974513,0.34544962644577026,0.8784520626068115,0.33977264165878296
9,0.875,0.0010000000474974513,0.4229854345321655,0.8816497325897217,0.34222689270973206
0,0.32197704911231995,0.0010000000474974513,1.172739028930664,0.6270712018013,0.6997542381286621
1,0.6489739418029785,0.0010000000474974513,0.6502705812454224,0.7880450487136841,0.48031744360923767
2,0.7710075974464417,0.0010000000474974513,0.48023155331611633,0.8587209582328796,0.397136926651001
3,0.8385528326034546,0.0010000000474974513,0.3921446204185486,0.8351380825042725,0.4078512489795685
0,0.3318186104297638,0.0010000000474974513,1.1486272811889648,0.6275436282157898,0.7438687086105347
1,0.6627358198165894,0.0010000000474974513,0.6157596111297607,0.7751453518867493,0.4822048246860504
0,0.3248930871486664,0.0010000000474974513,1.165547251701355,0.6240915656089783,0.7131462097167969
1,0.6441961526870728,0.0010000000474974513,0.6480204463005066,0.7248182892799377,0.5546939969062805
2,0.7654517889022827,0.0010000000474974513,0.4778364300727844,0.8386264443397522,0.42794692516326904
3,0.8279396295547485,0.0010000000474974513,0.3958769738674164,0.885937511920929,0.3478217124938965
4,0.8631832599639893,0.0010000000474974513,0.3482530415058136,0.8739462494850159,0.34930646419525146
5,0.8919957280158997,0.0010000000474974513,0.3100745379924774,0.8942223787307739,0.31377798318862915
6,0.9101585149765015,0.0010000000474974513,0.2830184996128082,0.9123546481132507,0.29195666313171387
7,0.92223060131073,0.0010000000474974513,0.26350322365760803,0.8680232763290405,0.32494276762008667
8,0.9291358590126038,0.0010000000474974513,0.24801719188690186,0.9384810924530029,0.24510762095451355
9,0.9386549592018127,0.0010000000474974513,0.23229405283927917,0.9377543330192566,0.23969481885433197
10,0.9478092789649963,0.0010000000474974513,0.2172994315624237,0.9238371849060059,0.2432774007320404
11,0.9500218629837036,0.0010000000474974513,0.20730642974376678,0.9280886650085449,0.23464323580265045
12,0.9561004638671875,0.0010000000474974513,0.19551372528076172,0.9097747206687927,0.25404053926467896
13,0.9596503376960754,0.0010000000474974513,0.18614895641803741,0.9351017475128174,0.21107052266597748
0,0.3272501826286316,0.0010000000474974513,1.1475673913955688,0.5577034950256348,0.8340167999267578
1,0.6557576060295105,0.0010000000474974513,0.6284874677658081,0.7191860675811768,0.5956910848617554
2,0.7766242027282715,0.0010000000474974513,0.4650786817073822,0.794258713722229,0.4900040030479431
3,0.8370939493179321,0.0010000000474974513,0.38648903369903564,0.8389171361923218,0.4119393229484558
4,0.870477557182312,0.0010000000474974513,0.3408049941062927,0.8631177544593811,0.3553510904312134
5,0.8962993621826172,0.0010000000474974513,0.3067019581794739,0.8583939075469971,0.3579024076461792
6,0.9122738838195801,0.0010000000474974513,0.28146860003471375,0.8797965049743652,0.3294290006160736
7,0.9252455830574036,0.0010000000474974513,0.2615007162094116,0.885428786277771,0.31007564067840576
8,0.9356521368026733,0.0010000000474974513,0.24404293298721313,0.9046148061752319,0.29253971576690674
9,0.9411349892616272,0.0010000000474974513,0.2306019365787506,0.9099927544593811,0.263268381357193
10,0.9460707902908325,0.0010000000474974513,0.218600794672966,0.9078488349914551,0.26449131965637207
11,0.9535717964172363,0.0010000000474974513,0.2052927017211914,0.9009811282157898,0.2859433889389038
12,0.957036554813385,0.0010000000474974513,0.19513164460659027,0.9449491500854492,0.20725229382514954
13,0.9601609706878662,0.0010000000474974513,0.18621917068958282,0.9494186043739319,0.20087508857250214
14,0.9630057215690613,0.0010000000474974513,0.17742672562599182,0.940625011920929,0.2063322514295578
15,0.9648414850234985,0.0010000000474974513,0.1703338474035263,0.9576671719551086,0.18162408471107483
16,0.9680631160736084,0.0010000000474974513,0.1620168536901474,0.9408793449401855,0.18989387154579163
17,0.9704702496528625,0.0010000000474974513,0.15485769510269165,0.9488735198974609,0.18111972510814667
18,0.9714184999465942,0.0010000000474974513,0.1491001546382904,0.9462935924530029,0.17297318577766418
19,0.9743970036506653,0.0010000000474974513,0.14185860753059387,0.9495276212692261,0.16562561690807343
20,0.974834680557251,0.0010000000474974513,0.13681428134441376,0.9527979493141174,0.15831626951694489
21,0.9763421416282654,0.0010000000474974513,0.1314602494239807,0.9484738111495972,0.1572607159614563
22,0.977679431438446,0.0010000000474974513,0.1262979954481125,0.9428415894508362,0.15904904901981354
23,0.9779468774795532,0.0010000000474974513,0.12259019911289215,0.9518895149230957,0.1487945020198822
24,0.9795759320259094,0.0010000000474974513,0.11701161414384842,0.9489462375640869,0.1471160650253296
25,0.9815940260887146,0.0010000000474974513,0.11252740770578384,0.9519985318183899,0.14205984771251678
0,0.4748736321926117,0.0010000000474974513,2.4010000228881836,0.6559956669807434,1.5240912437438965
1,0.7713966369628906,0.0010000000474974513,0.995759904384613,0.7964389324188232,1.0772699117660522
2,0.8536276817321777,0.0010000000474974513,0.701960027217865,0.9045421481132507,0.5910190939903259
3,0.8962628841400146,0.0010000000474974513,0.5488892793655396,0.9075217843055725,0.6052513122558594
4,0.9197383522987366,0.0010000000474974513,0.46569332480430603,0.9110101461410522,0.5074145793914795
5,0.9350199103355408,0.0010000000474974513,0.40864115953445435,0.9300508499145508,0.4037725627422333
6,0.9485873579978943,0.0010000000474974513,0.36396536231040955,0.9521439075469971,0.3933730721473694
7,0.9556142091751099,0.0010000000474974513,0.33035317063331604,0.9313953518867493,0.42764052748680115
8,0.9608052968978882,0.0010000000474974513,0.30925530195236206,0.9626817107200623,0.31554314494132996
9,0.965315580368042,0.0010000000474974513,0.288036972284317,0.9649709463119507,0.3358305096626282
10,0.9689019918441772,0.0010000000474974513,0.2698040306568146,0.955741286277771,0.33221176266670227
11,0.9737891554832458,0.0010000000474974513,0.25034838914871216,0.944840133190155,0.354876309633255
12,0.9755398035049438,0.0010000000474974513,0.23970933258533478,0.9418241381645203,0.38872525095939636
13,0.9780806303024292,0.0010000000474974513,0.2251489907503128,0.9674054980278015,0.26362884044647217
14,0.9804756045341492,0.0010000000474974513,0.2131364792585373,0.9664970636367798,0.24842338263988495
15,0.9815089702606201,0.0010000000474974513,0.20433278381824493,0.9597383737564087,0.2544705271720886
16,0.9831501841545105,0.0010000000474974513,0.19335411489009857,0.9764534831047058,0.21744443476200104
17,0.9842686057090759,0.0010000000474974513,0.18470542132854462,0.9680959582328796,0.225608229637146
18,0.985885500907898,0.0010000000474974513,0.17686496675014496,0.970893919467926,0.21573850512504578
19,0.9866878986358643,0.0010000000474974513,0.16838234663009644,0.9700581431388855,0.21678385138511658
20,0.986809492111206,0.0010000000474974513,0.16350719332695007,0.9566133618354797,0.24685829877853394
21,0.9870890974998474,0.0010000000474974513,0.15830767154693604,0.9757267236709595,0.18673884868621826
